"TRTMT.No","TRTMT.F","TRTMT.O","PLOT","POSITION","DESTS","DESTZ","DSITE.ZONE","OSITE.ZONE","ORS","ORZ","FAMILY","SEED.TYPE","SURV.TP","SURV.FLW","SURV.FR","GR","STEM.FL","STEM.F","LEAF.FL","BR.FL","BR.F","DATE.FL","J.Date.FL","DATE.F","J.Date.F","Diff.Date.FL.F","F.NFL","logGR","sqrtGR","rankGR","logSTEM.FL","sqrtSTEM.FL","rankSTEM.FL","logSTEM.F","sqrtSTEM.F","rankSTEM.F","logBR.F","sqrtBR.F","rankBR.F","logJ.Date.FL","sqrtJ.Date.FL","rankJ.Date.FL","logDiff.Date.FL.F","sqrtDiff.Date.FL.F","rankDiff.Date.FL.F","logF.NFL","sqrtF.NFL","rankF.NFL"
"5","LD","LDBS","2","10","D","2","D2","B1","B","1","24","D","1","1","0",0.052083333,9,NA,8,1,NA,"02-Aug-13",214,"",NA,NA,NA,0.0220501406054759,0.74302310394765,17,1,3.08220700148449,9,NA,NA,NA,NA,NA,NA,2.33243845991561,14.6458185158768,5,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","2","5","D","2","D2","B1","B","1","6","P","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","2","8","D","2","D2","B2","B","2","15","P","1","0","0",0.010416667,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.00450050136994889,0.714434508545045,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","3","8","D","2","D2","B2","B","2","7","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","3","12","D","2","D2","B2","B","2","18","P","1","0","0",0.010416667,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.00450050136994889,0.714434508545045,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","6","3","D","2","D2","B2","B","2","24","P","1","0","0",0.1,NA,4,NA,NA,NA,"",NA,"",NA,NA,NA,0.0413926851582251,0.774596669241483,20,NA,NA,NA,0.698970004336019,2.12132034355964,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LD","LDBS","7","8","D","2","D2","B1","B","1","4","P","1","1","1",0.020833333,6,6,6,1,1,"23-Jul-13",204,"02-Aug-13",214,10,3,0.00895484251111596,0.721687836256092,12.5,0.845098040014257,2.54950975679639,8,0.845098040014257,2.54950975679639,10,0.301029995663981,1.22474487139159,5,2.31175386105575,14.3003496460751,2,1.04139268515823,3.24037034920393,5,0.602059991327962,1.87082869338697,8.5
"5","LD","LDBS","7","7","D","2","D2","B2","B","2","10","P","1","1","1",0.020833333,4,4,5,1,1,"15-Aug-13",227,"15-Aug-13",227,0,1,0.00895484251111596,0.721687836256092,12.5,0.698970004336019,2.12132034355964,6,0.698970004336019,2.12132034355964,5.5,0.301029995663981,1.22474487139159,5,2.35793484700045,15.0831031289984,7,0,0.707106781186548,2,0.301029995663981,1.22474487139159,2.5
"7","LD","HD","1","13","D","1","D1","B2","B","2","25","D","1","1","1",0.066666667,1,5,6,1,1,"02-Aug-13",214,"15-Aug-13",227,13,2,0.0280287237359606,0.752772652930485,18.5,0.301029995663981,1.22474487139159,1,0.778151250383644,2.34520787991171,8.5,0.301029995663981,1.22474487139159,5,2.33243845991561,14.6458185158768,5,1.14612803567824,3.67423461417477,7.5,0.477121254719662,1.58113883008419,6
"8","LD","HD","3","15","D","2","D2","B1","B","1","5","P","1","1","1",0.020833333,2,2,5,1,1,"02-Sep-13",245,"02-Sep-13",245,0,3,0.00895484251111596,0.721687836256092,12.5,0.477121254719662,1.58113883008419,2.5,0.477121254719662,1.58113883008419,1,0.301029995663981,1.22474487139159,5,2.39093510710338,15.6684396159924,8.5,0,0.707106781186548,2,0.602059991327962,1.87082869338697,8.5
