"TRTMT.No","TRTMT.F","TRTMT.O","PLOT","POSITION","DESTS","DESTZ","DSITE.ZONE","OSITE.ZONE","ORS","ORZ","FAMILY","SEED.TYPE","SURV.TP","SURV.FLW","SURV.FR","GR","STEM.FL","STEM.F","LEAF.FL","BR.FL","BR.F","DATE.FL","J.Date.FL","DATE.F","J.Date.F","Diff.Date.FL.F","F.NFL","logGR","sqrtGR","rankGR","logSTEM.FL","sqrtSTEM.FL","rankSTEM.FL","logSTEM.F","sqrtSTEM.F","rankSTEM.F","logBR.F","sqrtBR.F","rankBR.F","logJ.Date.FL","sqrtJ.Date.FL","rankJ.Date.FL","logDiff.Date.FL.F","sqrtDiff.Date.FL.F","rankDiff.Date.FL.F","logF.NFL","sqrtF.NFL","rankF.NFL"
"2","LD","HD","10","12","M","2","M2","D1","D","1","22","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","LD","LD","3","16","M","1","M1","D1","D","1","7","D","1","1","1",0.142857143,7,12,16,1,4,"31-Jul-13",212,"04-Sep-13",247,35,9,0.0579919470319736,0.80178372582636,42,0.903089986991944,2.73861278752583,13.5,1.11394335230684,3.53553390593274,13,0.698970004336019,2.12132034355964,14,2.32837960343874,14.5773797371133,5.5,1.55630250076729,5.95818764390649,13.5,1,3.08220700148449,12
"3","LD","LD","6","3","M","1","M1","D1","D","1","15","D","1","1","0",0.071428571,5,NA,7,3,NA,"04-Sep-13",247,"",NA,NA,NA,0.0299632232037254,0.755928945734981,30,0.778151250383644,2.34520787991171,6,NA,NA,NA,NA,NA,NA,2.39445168082622,15.7321327225523,16.5,NA,NA,NA,NA,NA,NA
"3","LD","LD","7","1","M","1","M1","D1","D","1","24","D","1","1","1",0.107142857,10,11,9,1,3,"07-Aug-13",219,"04-Sep-13",247,28,15,0.0442036624360154,0.77919372238231,36,1.04139268515823,3.24037034920393,17.5,1.07918124604762,3.39116499156263,11.5,0.602059991327962,1.87082869338697,12.5,2.34242268082221,14.8155323900291,10,1.46239799789896,5.33853912601566,12,1.20411998265592,3.93700393700591,13
"3","LD","LD","7","16","M","1","M1","D1","D","1","8","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","LD","LD","7","7","M","1","M1","D1","D","1","10","P","1","0","0",0.071428571,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0299632232037254,0.755928945734981,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","LD","LD","8","12","M","1","M1","D1","D","1","6","P","1","1","1",0.035714286,6,6,5,2,2,"04-Sep-13",247,"04-Sep-13",247,0,4,0.0152399666765422,0.73192505490658,23,0.845098040014257,2.54950975679639,11,0.845098040014257,2.54950975679639,7,0.477121254719662,1.58113883008419,9.5,2.39445168082622,15.7321327225523,16.5,0,0.707106781186548,3.5,0.698970004336019,2.12132034355964,8
"3","LD","LD","9","22","M","1","M1","D1","D","1","17","D","1","1","1",0.107142857,8,8,11,2,2,"04-Sep-13",247,"04-Sep-13",247,0,7,0.0442036624360154,0.77919372238231,36,0.954242509439325,2.91547594742265,15.5,0.954242509439325,2.91547594742265,8,0.477121254719662,1.58113883008419,9.5,2.39445168082622,15.7321327225523,16.5,0,0.707106781186548,3.5,0.903089986991944,2.73861278752583,10
"3","LD","LD","9","5","M","1","M1","D1","D","1","25","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","LD","LD","9","1","M","1","M1","D1","D","1","19","D","1","0","0",0.089285714,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0371418078906533,0.767649473392642,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","LD","LD","9","8","M","1","M1","D1","D","1","12","D","1","0","0",0.098214286,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0406870888822035,0.77344313688855,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","11","M","2","M2","D1","D","1","24","D","1","1","0",0.142857143,8,NA,11,1,NA,"31-Jul-13",212,"",NA,NA,NA,0.0579919470319736,0.80178372582636,42,0.954242509439325,2.91547594742265,15.5,NA,NA,NA,NA,NA,NA,2.32837960343874,14.5773797371133,5.5,NA,NA,NA,NA,NA,NA
"4","LD","HD","3","13","M","2","M2","D1","D","1","23","D","1","0","0",0.142857143,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0579919470319736,0.80178372582636,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","5","8","M","2","M2","D1","D","1","18","D","1","1","0",0.095238095,6,NA,6,1,NA,"07-Aug-13",219,"",NA,NA,NA,0.0395085411892618,0.771516749656156,33,0.845098040014257,2.54950975679639,11,NA,NA,NA,NA,NA,NA,2.34242268082221,14.8155323900291,10,NA,NA,NA,NA,NA,NA
"4","LD","HD","7","22","M","2","M2","D1","D","1","21","P","1","1","1",0.017857143,5,5,5,1,1,"07-Aug-13",219,"21-Aug-13",233,14,2,0.00768682872724463,0.719622917228183,18,0.778151250383644,2.34520787991171,6,0.778151250383644,2.34520787991171,4.5,0.301029995663981,1.22474487139159,4,2.34242268082221,14.8155323900291,10,1.17609125905568,3.80788655293195,10,0.477121254719662,1.58113883008419,7
"4","LD","HD","7","8","M","2","M2","D1","D","1","15","D","1","0","0",0.035714286,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0152399666765422,0.73192505490658,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","7","16","M","2","M2","D1","D","1","7","P","1","0","0",0.044642857,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0.0189678390165893,0.73799922560935,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","LD","HD","9","10","M","2","M2","D1","D","1","23","D","1","0","0",0,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,0,0.707106781186548,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
